Event	ID	Name			Wwise Object Path	Notes
	140324371	Play_VOX_BARD_HIT			\Default Work Unit\VOX\BARDE\BARD_Hit\Play_VOX_BARD_HIT	
	319568522	Play_VOX_BARD_Enga_Cmb			\Default Work Unit\VOX\BARDE\BARD_Enga_Cmb\Play_VOX_BARD_Enga_Cmb	
	374495388	Play_VOX_PANT_Cris_Douleur			\Default Work Unit\VOX\PANTIN\CRIS_DOULEUR\Play_VOX_PANT_Cris_Douleur	
	1207659309	Play_VOX_VETO_Enga_Cmb			\Default Work Unit\VOX\VETO\Play_VOX_VETO_Enga_Cmb	
	2152833002	Play_VOX_BARD_Appel			\Default Work Unit\VOX\BARDE\BARD_Appel\Play_VOX_BARD_Appel	
	3306837711	Play_VOX_PANT_React			\Default Work Unit\VOX\PANTIN\REACT\Play_VOX_PANT_React	
	3729616362	Play_VOX_PANT_Donner_Coup			\Default Work Unit\VOX\PANTIN\DONNER_COUP\Play_VOX_PANT_Donner_Coup	
	4068130120	Play_VOX_PANT_Mort			\Default Work Unit\VOX\PANTIN\MORT\Play_VOX_PANT_Mort	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	653223579	ONO_ENGAG_COMBAT_VETO-003	C:\Users\Etudiant3A\Documents\GitHub\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\VETO\ONO_ENGAG_COMBAT_VETO-003_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\PERSONNAGES\Veto\VOX_VETO_Enga_Cmb\VOX_VETO_Enga_Cmb\ONO_ENGAG_COMBAT_VETO-003		370720
	669547984	ONO_ENGAAG_COMBAT_BARDE-009	C:\Users\Etudiant3A\Documents\GitHub\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\PERSO\Barde\Engagement combat\ONO_ENGAAG_COMBAT_BARDE-009_249BEBCA.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\PERSONNAGES\Barde\VOX_BARD_Enga_Cmb\VOX_BARD_Enga_Cmb\ONO_ENGAAG_COMBAT_BARDE-009		247732
	765612297	PANTIN_REAC-001	C:\Users\Etudiant3A\Documents\GitHub\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\PANTIN\DONNER_COUP\PANTIN_REAC-001_976EFF3C.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\ENNEMIS\Pantin\VOX_PANT_Donner_Coup\VOX_PANT_Donner_Coup\PANTIN_REAC-001		134134
	839806510	ONO_APPEL_BARDE-005	C:\Users\Etudiant3A\Documents\GitHub\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\BARDE\ONO_APPEL_BARDE-005_B2001863.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\PERSONNAGES\Barde\VOX_BARD_Appel\VOX_BARD_Appel\ONO_APPEL_BARDE-005		186464
	923213743	ONO_HIT_BARDE-006	C:\Users\Etudiant3A\Documents\GitHub\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\BARDE\Hit\ONO_HIT_BARDE-006_B08539E2.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\PERSONNAGES\Barde\VOX_BARD_Cris_Douleur\VOX_BARD_HIT\ONO_HIT_BARDE-006		76528
	927061123	ONO_ENGAG_COMBAT_VETO-004	C:\Users\Etudiant3A\Documents\GitHub\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\VETO\ONO_ENGAG_COMBAT_VETO-004_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\PERSONNAGES\Veto\VOX_VETO_Enga_Cmb\VOX_VETO_Enga_Cmb\ONO_ENGAG_COMBAT_VETO-004		370720
	972430348	ONO_ENGAAG_COMBAT_BARDE-008	C:\Users\Etudiant3A\Documents\GitHub\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\PERSO\Barde\Engagement combat\ONO_ENGAAG_COMBAT_BARDE-008_3777DF1B.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\PERSONNAGES\Barde\VOX_BARD_Enga_Cmb\VOX_BARD_Enga_Cmb\ONO_ENGAAG_COMBAT_BARDE-008		218508
	990892073	PANTIN_CRIS_DOULEURS-001	C:\Users\Etudiant3A\Documents\GitHub\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\PANTIN\CRIS_DOULEUR\PANTIN_CRIS_DOULEURS-001_446329EE.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\ENNEMIS\Pantin\VOX_PANT_Cris_Douleur\VOX_PANT_Cris_Douleur\PANTIN_CRIS_DOULEURS-001		90292
	1049659696	ONO_ENGAG_COMBAT_VETO-002	C:\Users\Etudiant3A\Documents\GitHub\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\VETO\ONO_ENGAG_COMBAT_VETO-002_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\PERSONNAGES\Veto\VOX_VETO_Enga_Cmb\VOX_VETO_Enga_Cmb\ONO_ENGAG_COMBAT_VETO-002		370720

